crm_name;crm_cp;crm_insee;crm_id;crm_commune;gt_siret;crm_adresse;SITE_CLI_COMMUNE;sirene_insee;sirene_cp;sirene_etat;loc_match_type;source_reference;source_product_category;source_contract_state;source_duplicate_count;target_siren;already_in_crm_ok_gt_exact;existing_component_relation;crm_surface_fingerprint;crm_gt_fingerprint;ambiguous_exact_truth_for_crm_surface;already_in_crm_ok_gt_exact_surface
crous Résidence LE FELIBRE II;13080;13001;112269;AIX EN PROVENCE;18130008800919;17 AVENUE DE L EUROPE;AIX EN PROVENCE;13001;13090;A;INSEE_ONLY;S241021_21277;Fibre Essentiel;active;1;181300088;False;EXISTING_TRAIN_COMPONENT;4258a1864402ff7eaf9d2c71b7406e7824034343bab25b03384e6486c7cd4563;634f2f50df09f9efbc6b6f3897db74ef040ff5337245ef67aff24ac891f46daf;False;False
AGENCE NATIONALE POUR LA FORMATION ;19100;19031;112270;BRIVE LA GAILLARDE;82422814201064;53 RUE MAURICE ROLLINAT;BRIVE LA GAILLARDE;19031;19100;A;INSEE_AND_CP;S241021_58932;Fibre Essentiel;active;1;824228142;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;a7b064214d5c5f2262c711c3cc650f057bca8c27fdca1abcdbde6049c8d33f55;e5deeb05e006282c9a8eb6042d00093f79b593091f9d99a38ff306735b24d3b4;False;False
COMMUNAUTE DE COMMUNES COTE OUEST C;50250;50236;112274;LA HAYE;20006703100019;22 CHEMIN DES AUBEPINES;LA HAYE;50236;50250;A;INSEE_AND_CP;S241022_98723;Revente Fibre Essentiel AI;active;1;200067031;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;81becd6f61bef49f855e9eecb176a19bc491a3c2a775da5d5c3666fc20092a50;5f4d9dee470260e88d60029d54e175487e8a1ae59d65307516e302378191f4db;False;False
DIRECTION INTERREGIONALE DE LA PROT;27000;27229;112275;EVREUX;17760131700254;61 RUE ISAMBARD;EVREUX;27229;27000;A;INSEE_AND_CP;S241022_77255;Fibre Essentiel;active;1;177601317;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;76b6fe047ce1f1805612e0fc4993283168d620926e20265ed14debd9574aaa15;b445f09f01b56d41aa7438992bf34a9e9094a2b295e167ecc5bdeeb345c344eb;False;False
SOCIETE PROTECTRICE DES ANIMAUX;38000;38185;112276;GRENOBLE;77569199101207;169 COURS LIBERATION GAL DE GAULLE;GRENOBLE;38185;38000;A;INSEE_AND_CP;S241022_53487;Fibre Essentiel;active;1;775691991;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;81d54db6dec00ee40db29e891b20f13d3c457564cb6f36116437d9572c0e93c8;8780097accdcc9ea8c69d090ab69c31215e42659839a5c3069de7e894e56d0fa;False;False
Opticien REIMS SAINT BRICE Generale d Optique;51370;51474;112278;ST BRICE COURCELLES;49278795703896;0 RUE DU MONT CESAR;ST BRICE COURCELLES;51474;51370;A;INSEE_AND_CP;S241022_14707;Fibre Essentiel;terminated;3;492787957;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f07422bd89524763a1d570f8cf0febb982f211eac1950b8971adc8cc7168df13;b4f302d0dea1840b64e5cfb744f84e3c74207960454d18d18764f65074294fd4;False;False
METRALP;73420;73155;112282;MERY;97988727000010;445B RUE LOUIS ARMAND;MERY;73155;73420;A;INSEE_AND_CP;S241022_40320;Fibre Essentiel;active;1;979887270;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;35bfeb16d2c37442c9f0f2fc5c78cc765b790c5f60d20c14fb805d6c363dcfd3;5d3624b8448a5bace304c5d822019978aaa61cf025a569f715dfa48f6ccf9e1a;False;False
COMMUNE DE COURNON D AUVERGNE;63800;63124;112291;COURNON D AUVERGNE;21630124200014;6 AVENUE DE LA LIBERATION;COURNON D AUVERGNE;63124;63800;A;INSEE_AND_CP;S241022_02327;Fibre Essentiel;active;1;216301242;True;EXISTING_TRAIN_COMPONENT;16201492bde6c95ea3e906c49fe2360537e28057292700f1c4d889464ca7bac1;39a28cb61da3c9eaaacb5728dcc70faee068cf94a63bda0db6cc5f3b29876c38;False;False
COMMUNE DE COURNON D AUVERGNE;63800;63124;112292;COURNON D AUVERGNE;21630124200014;10 AVENUE DE LA LIBERATION;COURNON D AUVERGNE;63124;63800;A;INSEE_AND_CP;S241022_64367;Fibre Essentiel;active;1;216301242;True;EXISTING_TRAIN_COMPONENT;d995534c74234662194cc9e101b6b70e71f9091bf54653f34168d2fbc1554e72;884cab4dcc163e4e85f9f7107c52a2bf73333f1302babcb0652e83a73f118e64;False;False
CENTRE NATIONAL DU LIVRE- RIE;75007;75107;112294;PARIS;18004604700023;53 RUE DE VERNEUIL;PARIS;75107;75007;A;INSEE_AND_CP;S241022_83416;Fibre Essentiel;active;1;180046047;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;dce10a2a55e0e62e57c10937400b2c95b0adca093f1c9c12d891b582f24df03a;61b676e46b122e6c31859093b04a339d86733824e59a561838226e344d41bd73;False;False
MAIRIE DE COGNIN;73160;73087;1123;COGNIN;21730087000011;22 RUE DE L EPINE;COGNIN;73087;73160;A;INSEE_AND_CP;S190305_34001;Fibre Essentiel;terminated;1;217300870;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;f7be782949ba7852c9377e3c37765b34057ef2ede4e28a58dc908383df482f43;b0ba159d146562a36cc5df7558b0ed272aabfb1286ad9869ed61333693118252;False;False
COMMUNE D ARBUSIGNY;74930;74015;112309;ARBUSIGNY;21740015900018;100 IMPASSE DE LA SALLE;ARBUSIGNY;74015;74930;A;INSEE_AND_CP;S241023_61105;Revente Fibre Essentiel AI;active;1;217400159;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;bbb8898d12e42eaffb2db47dc6398847520e82adc049a2dfe13cb3062ced7614;84c7cda2fb8da53ff0339d9bfd09dd3f0312561cc34e4d955a9f0bd6b89d956f;False;False
COMMUNAUTE URBAINE DU GRAND REIMS;51100;51454;112310;REIMS;21510421700017;3 RUE CHARLES PEGUY;REIMS;51454;51100;A;INSEE_AND_CP;S241023_23797;Fibre Essentiel;active;1;215104217;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;de3bd647389bf638bbe7d30a2b871d13bb714de0da7ab541830a483c139e0703;c0140dcdc67ed4011be6d721ff33f981ae7a4aeda424fe37c41c3d00057dce02;False;False
AESIO MUTUELLE;02100;02691;112313;ST QUENTIN;77562739100409;97 RUE VILLEBOIS MAREUIL;ST QUENTIN;02691;02100;A;INSEE_AND_CP;S241023_49750;Fibre Essentiel;active;1;775627391;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;bd4306e997ff82d83ff5d9573b4b3727318f77a8a5714c3a342b029ca3d87914;6ff695d686a0d373dca2c9cb307d668696997eaf7486502252ded87b7cb9ed7f;False;False
ASS DEPARTEMENTALE PUPILLE ENS PUBL;76000;76540;112321;ROUEN;31147236900108;33 RUE DESCROIZILLES;ROUEN;76540;76100;F;INSEE_ONLY;S241023_50296;Fibre Essentiel;active;1;311472369;False;EXISTING_TRAIN_COMPONENT;054523b91f7bc69cd55fd7a9398e58a1185a8f1ad91ada05d35d29e722245b7c;3ab851cf287138419c9e68399d80f2e7937b64f21066335f563056c6494d6200;False;False
ALGEEI AGEN;47000;47001;112325;AGEN;33280351900369;7 BOULEVARD DE LA LIBERTE;AGEN;47001;47000;F;INSEE_AND_CP;S241023_11626;Fibre Essentiel;active;1;332803519;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3afa73e21b7df010e1e6562ba8806407399c5b3a7ad13c8a5920c494e7cd02f4;ccee44bf2705a4c5059821a6e0797379441aa8574d0e534b1e296346360e1446;False;False
SCE DEPARTEMENTAL INCENDIE ET SECOU;59000;59350;112326;LILLE;28590001500212;2 RUE DU CHEMIN NOIR;LILLE;59350;59160;F;INSEE_ONLY;S241023_54102;Fibre Essentiel;active;1;285900015;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1d06a6edab6d659c79e8eabaa867e181b084bcb2f7ef9abf4ca1add2ccc0598a;14226a51194004fc7c5ea3d1e1bdc23d5093c60538e0cea169aeac59f5f89d7f;False;False
ASSOCIATION SCOLAIRE NOTRE DAME;14290;14478;112327;ORBEC;33798775400013;7C RUE DES CAPUCINS;ORBEC;14478;14290;A;INSEE_AND_CP;S241023_00608;Revente Fibre Essentiel AI;active;1;337987754;True;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;413e3b1b07d0256f1a91e5c9ce5347e67568ebcd554fb46f5b839113c6d93132;7f19d4987b7e2374a04bb094de53ddd716512aa71a3144fd7ec86134df3cfe15;False;False
OFFICE PUBLIC DE LHABITAT IVRY SUR;94200;94041;112329;IVRY SUR SEINE;27940008900025;70 AVENUE GEORGES GOSNAT;IVRY SUR SEINE;94041;94200;F;INSEE_AND_CP;S241023_87326;Fibre Essentiel;active;1;279400089;True;EXISTING_TRAIN_COMPONENT;a025b11e89c35bb779a62a12b593cb2282ec3b6decfc03d9bada86552ba19edf;44e79d19f79ea1d08595ed7184020aef97f5ca9e0717e25cd0d472f1e80db4b5;False;False
SYNDICAT MIXTE AGENCE LANDAISE POUR;40380;40235;112330;POYANNE;25400245400018;165 RUE ADOUR ET CHALOSSE;POYANNE;40235;40380;A;INSEE_AND_CP;S241023_66654;Revente Fibre Essentiel AI;active;1;254002454;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3cccbc1d547b4abc2edb1758be5bef1d314dd973fdb0620571c4a205b8733a7c;fa30ff5b815294bba9185d87c0c5881fb29e5f9ec5fe0d8d77f7113b1c937316;False;False
AKIOLIS GROUP;55290;55359;112331;MORLEY;50160475500311;0 RUE DU PETIT AUTEL;MORLEY;55359;55290;A;INSEE_AND_CP;S241023_78288;Revente Fibre Essentiel AI;active;1;501604755;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;2e2f1fd4bb2e14308051a09f5eb518996ccb62a7d7784db8304c11ba4839b33a;128fbd86dcc74bc766127b07dd67d810a18ebb89bff0cdf3f1a5165099690be5;False;False
IBSE 38;38130;38151;112332;ECHIROLLES;75297929400028;2 RUE DE LA VISCOSE;ECHIROLLES;38151;38130;A;INSEE_AND_CP;S241023_58145;Fibre Essentiel;active;1;752979294;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;442dee8971b011c6d9bad2c52e95831634170bb7c647b55f80146fe50101f6ba;c582a81168df58418969759402d02cbd75e10b8cad6b4cb79f93bb996efbe6d8;False;False
STD 430;88290;88447;112334;SAULXURES SUR MOSELOTTE;40317329700017;814 ROUTE DU BEU;SAULXURES SUR MOSELOTTE;88447;88290;F;INSEE_AND_CP;S241023_01952;Revente Fibre Essentiel AI;active;1;403173297;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1ed600d59cd5609e1262199b2e0d25ffa1512c52dc572a17d3eab144f34c3511;185af6c4db380e20f12e57ebd8a3d5314a9ab6ca8ffa9ef26d490e19fa168525;False;False
PIGEON GRANULATS NORMANDIE JLB VAUX S SEULLES;14400;14733;112335;VAUX SUR SEULLES;32787748600149;1163 ROUTE DES SABLES;VAUX SUR SEULLES;14733;14400;A;INSEE_AND_CP;S241023_87169;Revente Fibre Essentiel AI;active;1;327877486;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c721267b4e61ab35712bc831f2505d116504840d1694a172b1d2633a6da6a1b2;805e8a51ce99849ccca9d71dc57fcf7fabcaed19d3df3763d8e1fd9d7a12ec74;False;False
LES YAGOURTS DE SALM ;88210;88506;112336;VIEUX MOULIN;89873263100012;2 RUE DU HAUT DOUE;VIEUX MOULIN;88506;88210;A;INSEE_AND_CP;S241023_98316;Revente Fibre Essentiel AI;terminated;2;898732631;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c45a468806e4d5d8a2fd295c4acdf6ebb5f58d82fcdb8138373ba57ebae571ae;bd676a00bbd4971fc05565529861ee376ba9dba521abbb5e50f2575e06f75910;False;False
GROUPE DE SANTE DES ALLYMES;01500;01004;112339;AMBERIEU EN BUGEY;89261379500012;0 PLACE PIERRE SEMARD;AMBERIEU EN BUGEY;01004;01500;A;INSEE_AND_CP;S241023_64911;Fibre Essentiel;terminated;2;892613795;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;8c5adeaa6ed2f34b0516890329a2c47535eceee98736ccf54c6ba1e4ab82bb7c;21530819d47eb18c7b8799d260670c93c9bbbdf6fe48c8312de38dc71e069edc;False;False
SM E-COLLECTIVITES;85670;85210;112346;ST ETIENNE DU BOIS;21850210200013;2 PLACE DE L EGLISE;ST ETIENNE DU BOIS;85210;85670;A;INSEE_AND_CP;S241024_65780;Revente Fibre Essentiel AI;active;1;218502102;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5d5966847162546c87dd716a89232466f17af714e9b148c15ee4bc82219dac93;5f8047a075083fcaa1cedec52ae9c5bbdc1df1cf166557183315fcee8dd0718b;False;False
SCHENKER FRANCE;17180;17274;112347;PERIGNY;31179945601321;5 RUE ALAIN COLAS;PERIGNY;17274;17180;A;INSEE_AND_CP;S241024_86978;Fibre Essentiel;active;1;311799456;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;3b36a486cd05d847a3216d10881eeae69f04273474841efc49ed2edd9d6c8415;f8a99b2a358dc2c8d89976a77fddc6a2d12e04ced4a858aa4b5b4acddfc79dd3;False;False
ESPACE BERNADETTE SOUBIROUS NEVERS;58000;58194;112353;NEVERS;43266299700019;1 BOULEVARD VICTOR HUGO;NEVERS;58194;58000;A;INSEE_AND_CP;S241024_34425;Fibre Essentiel;active;1;432662997;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;c1bb16e65a7a69e60571168e368d1ba2212986e707dc8ccad59b7331ee801edd;decd16e2adbf3a2dbbc366da3ceaee45464aaaf58adb6cdf217b925aeba83b11;False;False
Renault Saint Victor Evolution;93100;93048;112359;MONTREUIL;49284121800018;17 AVENUE PAUL SIGNAC;MONTREUIL;93048;93100;F;INSEE_AND_CP;S241024_03102;Fibre Essentiel;active;1;492841218;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;836fa22a13a8b4fc50af704e307194a47b7f15537857250ccb3bf6fcb9f0c59b;250e693722b66e398aac235c3fa16a0cd0f39d19d94110b2e4bb59e9eea323bb;False;False
CENTURY 21 POINTE DU LAC;94000;94028;112361;CRETEIL;49483268600013;45 AVENUE FRANCOIS MITTERRAND;CRETEIL;94028;94000;A;INSEE_AND_CP;S241024_18492;Fibre Essentiel;terminated;2;494832686;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;078c09cbcba00b69bad383d5f09a40f55933dd27b5fa973e5f16dfa9de5b7640;46baef0d046e9d45b9e9b1ebff407e59caa4b7bebdf2b2309c8b9eec7432c85d;False;False
LE PECH BLEU SIEGE  SIEGE;34500;34032;112363;BEZIERS;44271860700025;0 ROUTE DE CORNEILHAN;BEZIERS;34032;34500;A;INSEE_AND_CP;S241024_25689;Fibre Confort;active;1;442718607;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;237c1df97ba41e3fc9271995946d40a0bfa5d29271480c99c92502a809fc0130;fd8ca6e74e0280dac625508da4ddabc162aa954ecf5866a2e1db3a3f85b75588;False;False
COMMUNE DE MEZIDON VALLEE DAUGE;14140;14431;112368;MEZIDON VALLEE D AUGE;20006499600396;0 RUE DE LISIEUX;MEZIDON VALLEE D AUGE;14431;14140;A;INSEE_AND_CP;S241024_73289;Revente ADSL;active;1;200064996;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ae4d9bac7f4bcc6f747712074089311e508da2868c4a60d02c9a1b7a5daa6583;c1a46e3a1115d570a647c6dd7716755cb5f037a0519d4014cbbd941f9487ff5a;False;False
CROUS- Residence ROCHER des DOMS;84000;84007;112369;AVIGNON;18130008800695;15 RUE SAINTE CATHERINE;AVIGNON;84007;84000;A;INSEE_AND_CP;S241024_42380;ADSL;active;1;181300088;False;EXISTING_TRAIN_COMPONENT;d61bc2b094da8ba51db15e1ae07a71239c098713aefc0bfe8794e3ad70e2c4ce;e81bc8a59c7c1a29e1620eea1b709729be5199b6ceae3d74cd0fa13c52237f20;False;False
SAINT GAB;85290;85238;112377;ST LAURENT SUR SEVRE;48825428500015;20 RUE DE MILVIN;ST LAURENT SUR SEVRE;85238;85290;A;INSEE_AND_CP;S241024_11539;Revente Fibre Essentiel AI;active;1;488254285;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;5be2cf2a45e4e41658b266de9dfb794f4649226c24f97030e7671306dd21fae2;d6ea931aa826cd9a125616363d04dda2224a494a3589a7aee36b91eabf2eb8f5;False;False
METALTECH LEGIRET;50680;50491;112378;ST JEAN DE SAVIGNY;84455188700012;6 ROUTE DU MUR DU SOUVENIR;ST JEAN DE SAVIGNY;50491;50680;A;INSEE_AND_CP;S241024_19736;Revente Fibre Essentiel AI;active;1;844551887;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;22a5f108a1fa9ac09ced0ec543c60d11b6f2a46d07c23e29e832d3aefcb0e0a7;04b80546e257f7cd9814c072455d67299870188350a63c563e4e87bdd073d94b;False;False
DELANNE;52200;52269;112380;LANGRES;56385009800036;120 RUE VERNIER ET COLLOT;LANGRES;52269;52200;A;INSEE_AND_CP;S241024_92007;Revente Fibre Essentiel AI;active;1;563850098;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;32b6181dc049a4ca5aefb335a85f606a3edb313e16921c5107e38dfe9576a4f5;795a9b1550086c30e32d57c497cea099590dee21f9d24da7ca6801e3a0451a1f;False;False
PROMOTRANS;57000;57463;112384;METZ;80863414100440;5 RUE GASTON RAMON;METZ;57463;57050;A;INSEE_ONLY;S241024_60135;Fibre Essentiel;active;1;808634141;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;e7077b1815f9f0f74de833f867dea37423fcabac7220b9f8f42f2e3dbdc28bb6;891a6584ee9a92c52b4ddb75b3648ee1576e71b730d77819c742bb5af09aa72a;False;False
CABINET 2H;76000;76540;112386;ROUEN;35345127100046;18 RUE D HARCOURT;ROUEN;76540;76000;A;INSEE_AND_CP;S241024_47713;Fibre Essentiel;active;1;353451271;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;b7ee9df982e1677d666f5696adbfda30b753d3df2eceecce9f865b35ade5c5de;ec96cf39b70248b6a5fe13a750740363cda25cd83cdef9339e47b91236939754;False;False
CARGLASS;85300;85280;112397;SALLERTAINE;42505055611154;68 RUE CHARLES MILCENDEAU;SALLERTAINE;85280;85300;A;INSEE_AND_CP;S241024_62304;Revente Fibre Essentiel AI;active;1;425050556;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;eb96e2b96cc972a0df5285c01ab866dc074407c6a965dffb01991bf7e9d0a386;9c2766a8697ba8ca9272ed3ee8f285a0a043bf8efb610e5493bdf3ee41d92dc8;False;False
PISCINE DAVOUT;75020;75120;112400;PARIS;84492623800024;5 RUE SERPOLLET;PARIS;75120;75020;A;INSEE_AND_CP;S241025_67160;Fibre Essentiel;active;1;844926238;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0a7d5ecbeb7045d7e18d980ed3808ae3879500ed1f662fcab42c0b10f3b71434;9371172cf9f5feae96a3e3d11708aa7616a1f983c1407075b8e1e94b3a7a19a2;False;False
 EARL FIX - PORCHERIE;67370;67495;112405;TRUCHTERSHEIM;43946208600018;0 ROUTE DE REITWILLER;TRUCHTERSHEIM;67495;67370;F;INSEE_AND_CP;S241025_66962;Revente Fibre Essentiel AI;active;1;439462086;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;fe81ad63f460fe19609d9a74871d49c0b6e7a7aedfe404b79d78b73a9f64c2ee;05c56b59e08830d67b11480b9049db6f18391409bec37902c273b12be6b14dd2;False;False
FNAC DARTY PARTICIPATIONS ET SERVIC;74200;74013;112407;ANTHY SUR LEMAN;30337658600523;0 AVENUE PRE ROBERT SUD;ANTHY SUR LEMAN;74013;74200;A;INSEE_AND_CP;S241025_53150;Revente Fibre Essentiel AI;active;1;303376586;False;QUARANTINE_EXISTING_NONTRAIN_COMPONENT;6c83568bdfed4541570ca0b2944048ff031ad1f6e7308f71084368d32f9d0424;b9fcdd05a67a9facc7fcfed60b7af4d5ab35b7f74a5be753873f82d8ab9c4ef0;False;False
SARL VATINE;76130;76451;112410;MONT ST AIGNAN;40426930000020;0 ROUTE D HOUPPEVILLE;MONT ST AIGNAN;76451;76130;A;INSEE_AND_CP;S241025_21361;Fibre Essentiel;active;1;404269300;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;cd9d528b9ad1e97a52427741d6ca35fc964761ae20a199d5423e331fe0fb6001;0f3029979995a22120fb6d9089e06a2039323bf4c44e750758dd35ec636708d8;False;False
COMMUNE DE MEZIDON VALLEE DAUGE;14140;14431;112411;MEZIDON VALLEE D AUGE;20006499600073;0 LE BOURG CROISSANVILLE;MEZIDON VALLEE D AUGE;14431;14140;A;INSEE_AND_CP;S241025_10455;Revente ADSL;active;1;200064996;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;041c54757a59868e006a2bc46a8b7577501eb18bddb8d5699ae423d9bfdc83d5;e656094df0aebc2328e3284958b3e27d574e262e31b4239157b1a96517ed5c59;False;False
AMOES BORDEAUX;33000;33063;112413;BORDEAUX;49519128000082;82 RUE DE BEGLES;BORDEAUX;33063;33800;A;INSEE_ONLY;S241027_56207;Fibre Essentiel;active;1;495191280;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;82795b8f1c9e80cca7033bfe0df5c5427ded726af0b479249a5734557d3cf6fb;6eb6fff0a21ff675bd8b50e836856e9dc64b43f9770051d3e2e991107b5a135f;False;False
MFR DE L ORLEANAIS;45000;45234;112418;ORLEANS;42096272200021;50 AVENUE DU PRESIDENT JOHN KENNEDY;ORLEANS;45234;45100;A;INSEE_ONLY;S241028_34276;Fibre Essentiel;active;1;420962722;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;a0e3ef7b1ecb6cca185a0ebd6e256848fb453ef1f35a35f2e3fb094d47216f9a;604a85e9c4a4e3a6cc6a0cc9afe171f087df437b94d9ad1aff4f656970f7b759;False;False
THERMI INDUSTRIE;42153;42184;112421;RIORGES;51440037300023;20 RUE DU MAYOLLET;RIORGES;42184;42153;A;INSEE_AND_CP;S241028_56401;Fibre Essentiel;active;1;514400373;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;3a0990db404c1187092f9d905e28f35eb4f54484ec60e0e7aa0a2187c16a1b00;2c3ea0ea0ea70190bc9a5d36df83b85ceb5ad815dde89b4262b795ce66b5750a;False;False
PIZZA ZAMPANO;69003;69383;112438;LYON;81182712000015;14 RUE DE NAZARETH;LYON;69383;69003;A;INSEE_AND_CP;S241028_14267;Fibre Essentiel;active;1;811827120;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;0f379079d6eb0886b88fda592397138c65e283cf653d84545679c7d448d16644;a1d95b08348dae3ec86556808d0aada53fcc0bb6c4991f11aea29cdb88639dcd;False;False
 DEL TEDESCO BATIMENT;31770;31149;112439;COLOMIERS;35188760900011;7 CHEMIN DE LA CHASSE;COLOMIERS;31149;31770;A;INSEE_AND_CP;S241028_32037;Fibre Essentiel;active;1;351887609;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;1580ded7a3d750d321128c19839af3aba6ce1536ea0bcaa079ecc9b478987647;3ef95f34e4743bc1de915c8a4d81c4007f027af096f016fbb30d60e53d99f439;False;False
COMMUNE DE BALMA;31130;31044;112443;BALMA;21310044900122;14 CHEMIN DE SIRONIS;BALMA;31044;31130;F;INSEE_AND_CP;S241028_39264;Fibre Essentiel;active;1;213100449;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;d1f2c431ad61f368760cd2f4e87fe7289fec2bade56ff47ed4cbf07b46166297;d09c33b75248487b35b04de89e96b9487b5431571209eadcd479229139177d71;False;False
MAXI BAZAR ST RAPHAEL;83530;83118;112444;ST RAPHAEL;31232697800086;71 AVENUE VICTOR HUGO;ST RAPHAEL;83118;83700;A;INSEE_ONLY;S241028_31224;Fibre Essentiel;active;1;312326978;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;18b441bd4b791911f705a52174b1d20c172148ce2fa21b2d76c7bc0fb15529d6;289f8039b974ab1db78dffd83b6554df3c016f74a09deb934ff663244689908c;False;False
MAISON DE SANTE DU VERGER;73000;73065;112445;CHAMBERY;98254639200019;156 RUE AMIRAL GERARD DAILLE;CHAMBERY;73065;73000;A;INSEE_AND_CP;S241028_16806;Fibre Essentiel;active;1;982546392;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;e77a0b599b32fbc5935fdccf9089bf63a22138eba0cff1ab7be85c9e10216259;0ffdeff3bf99747ec2a89cd13d42d1dced54edc413e75b795ecee0ccd06a72d4;False;False
GROUPAMA SUPPORTS ET SERVICES;71300;71306;112447;MONTCEAU LES MINES;77983836602990;23 RUE JULES GUESDE;MONTCEAU LES MINES;71306;71300;A;INSEE_AND_CP;S241028_55221;Fibre Essentiel;active;1;779838366;False;EXISTING_TRAIN_COMPONENT;701125574f1c34687d835448ff0ef97728b9e19874f53229e0fbaa25a21d9808;2e5338aa7a4d2e79a6ce6746b7bcdf8ab20683e5ac4ab58e297589c5cf924a14;False;False
COMMUNE DE SOULAC SUR MER;33780;33514;112449;SOULAC SUR MER;21330514700018;28 RUE VICTOR HUGO;SOULAC SUR MER;33514;33780;A;INSEE_AND_CP;S241028_68220;Fibre Essentiel;active;1;213305147;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;04c274f19f221bd2dee03bc77de8a025bbb573c5346f403de7080f8de0f55d7f;cf6f71fca063e7f15ec5b5944264eee27ce244b530b749ee1679a8d5b41f196c;False;False
DIRECTION INTERREGIONALE DE LA PROT;26000;26362;112450;VALENCE;17260131200173;10 RUE DU PARC;VALENCE;26362;26000;A;INSEE_AND_CP;S241028_60522;Fibre Essentiel;active;1;172601312;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;fa061eee90916665c233fbefc8dc140df678317a9796b07e84e3b1e4183977c5;193d3112576e5762ea2fea6c21b6a98d32218da099622eb08510a9a22c43577d;False;False
HEF MECANIQUE ET SURFACES;42000;42218;112455;ST ETIENNE;40226823900017;5 RUE BARROUIN;ST ETIENNE;42218;42000;A;INSEE_AND_CP;S241028_58318;Fibre Essentiel;active;1;402268239;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;036b1770b3e8ba9a37a74ea36e2366b33f81cef121711a904af037f0c43d5abf;3681848cbaf4281d597c1707ff6be184ed0f51746115a9bb652218e5531ceee7;False;False
TRIBOUT Caroline;80330;80489;112458;LONGUEAU;43999397300064;3 AVENUE DU GREAT ESTERN;LONGUEAU;80489;80330;A;INSEE_AND_CP;S241028_06205;Fibre Essentiel;active;1;439993973;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;90b5be232e16cedcb9bc0b713f5cfa9af8d8d2c0664086d85136fa6dd2237b74;4ceb55f3c69737da020574224c8b4a44a94f30c618635d9ad2d7a82597985180;False;False
MATRIS  ;71100;71076;112460;CHALON SUR SAONE;48999389900025;13 RUE ANTOINE HENRI BECQUEREL;CHALON SUR SAONE;71076;71100;A;INSEE_AND_CP;S241028_90580;Fibre Essentiel;active;1;489993899;False;UNSEEN_SIREN_NEEDS_ASSIGNMENT;ba29634c44fdfdfdca12d95f4025d7d0c1ba48a75dcc398348517752616ad9c8;b40e2b804e086b4df3c4d66cc4cd97b93f97a555a8a4cf4d61c550a41a3ac25c;False;False
